block_request_id,asset_id,section_id_request,station_code,maintenance_type,requested_duration_min,priority,preferred_start_time,time_flexibility,required_team,request_urgency,status,preferred_start_min,flexibility_min,earliest_start_min,latest_start_min,asset_type,section_id_asset,nearest_station_code,criticality,asset_risk_score,maintenance_priority
BR-33764,AST-0148,SEC-033,KVK,Signal Maintenance,120,Low,06:15,Fixed,Track Maintenance Team,Urgent,Pending,375,0,375,375,OHE,SEC-033,KVK,High,32.82,Low
BR-33765,AST-0077,SEC-033,DLGN,OHE Inspection,90,Low,12:00,±30 min,Bridge Inspection Team,Urgent,Pending,720,30,690,750,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-33766,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33767,AST-0148,SEC-033,KVK,Signal Maintenance,75,Low,07:30,Fixed,Track Maintenance Team,Urgent,Pending,450,0,450,450,OHE,SEC-033,KVK,High,32.82,Low
BR-33768,AST-0197,SEC-020,AK,OHE Inspection,30,Medium,01:45,±30 min,Track Maintenance Team,Urgent,Pending,105,30,75,135,OHE,SEC-020,AK,Low,40.22,Medium
BR-33769,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,Fixed,Track Maintenance Team,Normal,Pending,1275,0,1275,1275,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33770,AST-0075,SEC-036,ARAG,Point Machine Maintenance,30,Medium,12:30,±30 min,Track Maintenance Team,Normal,Pending,750,30,720,780,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33771,AST-0139,SEC-004,BNC,Signal Maintenance,60,Medium,01:30,Fixed,Track Maintenance Team,Urgent,Pending,90,0,90,90,OHE,SEC-004,BNC,High,50.39,Medium
BR-33772,AST-0143,SEC-009,JMD,Track Inspection,75,Medium,20:30,±15 min,OHE Team,Urgent,Pending,1230,15,1215,1245,Bridge,SEC-009,JMD,High,47.35,Medium
BR-33773,AST-0121,SEC-028,CND,Track Renewal,45,High,16:15,±15 min,Track Maintenance Team,Urgent,Pending,975,15,960,990,Level Crossing,SEC-028,CND,High,69.19,High
BR-33774,AST-0171,SEC-012,KSRA,Track Inspection,75,High,03:00,±15 min,Track Maintenance Team,Normal,Pending,180,15,165,195,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-33775,AST-0012,SEC-015,JEUR,Signal Maintenance,120,Low,07:45,±60 min,Bridge Inspection Team,Urgent,Pending,465,60,405,525,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-33776,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,07:15,±30 min,Bridge Inspection Team,Urgent,Pending,435,30,405,465,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-33777,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,15:00,Fixed,Bridge Inspection Team,Urgent,Pending,900,0,900,900,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-33778,AST-0171,SEC-012,KSRA,Track Inspection,30,High,17:15,±15 min,Track Maintenance Team,Normal,Pending,1035,15,1020,1050,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-33779,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33780,AST-0143,SEC-009,JMD,Track Inspection,120,Medium,07:30,±30 min,OHE Team,Urgent,Pending,450,30,420,480,Bridge,SEC-009,JMD,High,47.35,Medium
BR-33781,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33782,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,01:00,±15 min,OHE Team,Normal,Pending,60,15,45,75,Signal,SEC-021,BD,Critical,53.64,Medium
BR-33783,AST-0086,SEC-030,WR,Track Inspection,30,High,21:30,±30 min,Track Maintenance Team,Normal,Pending,1290,30,1260,1320,OHE,SEC-030,WR,Medium,70.23,High
BR-33784,AST-0027,SEC-026,PRLI,Track Inspection,45,High,18:15,Fixed,Track Maintenance Team,Normal,Pending,1095,0,1095,1095,Bridge,SEC-026,PRLI,High,61.14,High
BR-33785,AST-0008,SEC-017,ANG,Track Renewal,30,Low,19:30,Fixed,OHE Team,Urgent,Pending,1170,0,1170,1170,Level Crossing,SEC-017,ANG,Medium,24.7,Low
BR-33786,AST-0059,SEC-021,BD,Rail Grinding,45,Medium,03:15,±30 min,Track Maintenance Team,Normal,Pending,195,30,165,225,Bridge,SEC-021,BD,Low,43.06,Medium
BR-33787,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,11:45,Fixed,Track Maintenance Team,Normal,Pending,705,0,705,705,Bridge,SEC-021,BD,Low,43.06,Medium
BR-33788,AST-0070,SEC-018,BDWD,Track Inspection,75,Medium,14:00,±15 min,Signal Team,Urgent,Pending,840,15,825,855,Track,SEC-018,BDWD,Low,58.9,Medium
BR-33789,AST-0177,SEC-015,JEUR,Signal Maintenance,30,Medium,05:00,±30 min,Signal Team,Urgent,Pending,300,30,270,330,Signal,SEC-015,JEUR,High,59.96,Medium
BR-33790,AST-0124,SEC-022,NAVI,Signal Maintenance,45,High,16:30,±30 min,Track Maintenance Team,Urgent,Pending,990,30,960,1020,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33791,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,Fixed,Bridge Inspection Team,Normal,Pending,1275,0,1275,1275,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33792,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,02:00,±30 min,Track Maintenance Team,Normal,Pending,120,30,90,150,Track,SEC-022,SUR,High,51.33,Medium
BR-33793,AST-0027,SEC-026,PRLI,Track Inspection,30,High,10:15,±30 min,Track Maintenance Team,Normal,Pending,615,30,585,645,Bridge,SEC-026,PRLI,High,61.14,High
BR-33794,AST-0075,SEC-036,ARAG,Point Machine Maintenance,60,Medium,12:30,±30 min,Track Maintenance Team,Normal,Pending,750,30,720,780,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33795,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,Fixed,Bridge Inspection Team,Normal,Pending,1275,0,1275,1275,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33796,AST-0124,SEC-022,NAVI,Signal Maintenance,60,High,12:00,±15 min,Track Maintenance Team,Urgent,Pending,720,15,705,735,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33797,AST-0027,SEC-026,PRLI,Track Inspection,30,High,01:00,±60 min,Track Maintenance Team,Normal,Pending,60,60,0,120,Bridge,SEC-026,PRLI,High,61.14,High
BR-33798,AST-0059,SEC-021,BD,Track Renewal,30,Medium,03:30,±15 min,Signal Team,Urgent,Pending,210,15,195,225,Bridge,SEC-021,BD,Low,43.06,Medium
BR-33799,AST-0075,SEC-036,ARAG,OHE Inspection,30,Medium,12:15,±60 min,Bridge Inspection Team,Normal,Pending,735,60,675,795,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33800,AST-0121,SEC-028,CND,Track Renewal,75,High,11:45,±30 min,Track Maintenance Team,Urgent,Pending,705,30,675,735,Level Crossing,SEC-028,CND,High,69.19,High
BR-33801,AST-0027,SEC-026,PRLI,Track Inspection,30,High,17:00,Fixed,Track Maintenance Team,Normal,Pending,1020,0,1020,1020,Bridge,SEC-026,PRLI,High,61.14,High
BR-33802,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,15:30,±60 min,Signal Team,Normal,Pending,930,60,870,990,Bridge,SEC-003,JTJ,Medium,39.46,Medium
BR-33803,AST-0136,SEC-021,BD,Signal Maintenance,75,Medium,00:45,±15 min,OHE Team,Normal,Pending,45,15,30,60,Signal,SEC-021,BD,Critical,53.64,Medium
BR-33804,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,12:15,±30 min,OHE Team,Urgent,Pending,735,30,705,765,Point Machine,SEC-027,PAU,High,30.47,Low
BR-33805,AST-0027,SEC-026,PRLI,Track Inspection,60,High,04:30,Fixed,Track Maintenance Team,Normal,Pending,270,0,270,270,Bridge,SEC-026,PRLI,High,61.14,High
BR-33806,AST-0126,SEC-041,GAR,Track Inspection,75,Medium,15:30,±30 min,Bridge Inspection Team,Normal,Pending,930,30,900,960,Track,SEC-041,GAR,Critical,49.75,Medium
BR-33807,AST-0027,SEC-026,PRLI,Track Inspection,60,High,16:30,±30 min,Track Maintenance Team,Normal,Pending,990,30,960,1020,Bridge,SEC-026,PRLI,High,61.14,High
BR-33808,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,06:45,±60 min,Bridge Inspection Team,Normal,Pending,405,60,345,465,Track,SEC-041,GAR,Critical,49.75,Medium
BR-33809,AST-0008,SEC-017,ANG,Track Renewal,30,Low,01:00,±30 min,OHE Team,Urgent,Pending,60,30,30,90,Level Crossing,SEC-017,ANG,Medium,24.7,Low
BR-33810,AST-0143,SEC-009,JMD,Track Inspection,30,Medium,18:30,±30 min,OHE Team,Urgent,Pending,1110,30,1080,1140,Bridge,SEC-009,JMD,High,47.35,Medium
BR-33811,AST-0086,SEC-030,WR,Track Inspection,30,High,21:30,±30 min,Track Maintenance Team,Normal,Pending,1290,30,1260,1320,OHE,SEC-030,WR,Medium,70.23,High
BR-33812,AST-0012,SEC-015,JEUR,Signal Maintenance,30,Low,05:00,±30 min,Bridge Inspection Team,Urgent,Pending,300,30,270,330,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-33813,AST-0021,SEC-021,MZR,Signal Maintenance,60,High,07:00,±30 min,OHE Team,Normal,Pending,420,30,390,450,Level Crossing,SEC-021,MZR,Medium,70.94,High
BR-33814,AST-0075,SEC-036,ARAG,OHE Inspection,90,Medium,13:15,±30 min,Bridge Inspection Team,Normal,Pending,795,30,765,825,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33815,AST-0075,SEC-036,ARAG,Point Machine Maintenance,90,Medium,12:45,±30 min,Track Maintenance Team,Normal,Pending,765,30,735,795,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33816,AST-0127,SEC-010,DHI,Point Machine Maintenance,75,Medium,17:15,±15 min,Signal Team,Urgent,Pending,1035,15,1020,1050,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-33817,AST-0077,SEC-033,DLGN,Track Renewal,45,Low,16:30,±30 min,Bridge Inspection Team,Urgent,Pending,990,30,960,1020,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-33818,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,Fixed,Track Maintenance Team,Normal,Pending,1275,0,1275,1275,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33819,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,02:00,±30 min,Track Maintenance Team,Normal,Pending,120,30,90,150,Track,SEC-022,SUR,High,51.33,Medium
BR-33820,AST-0121,SEC-028,CND,Track Renewal,30,High,14:30,±30 min,Track Maintenance Team,Urgent,Pending,870,30,840,900,Level Crossing,SEC-028,CND,High,69.19,High
BR-33821,AST-0171,SEC-012,KSRA,Track Inspection,120,High,13:15,±30 min,Track Maintenance Team,Normal,Pending,795,30,765,825,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-33822,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,10:30,±30 min,Signal Team,Urgent,Pending,630,30,600,660,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-33823,AST-0163,SEC-050,RPH,Point Machine Maintenance,75,Critical,07:30,±60 min,Track Maintenance Team,Urgent,Pending,450,60,390,510,Level Crossing,SEC-050,RPH,Medium,90.31,Critical
BR-33824,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,15:00,±30 min,Bridge Inspection Team,Urgent,Pending,900,30,870,930,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-33825,AST-0027,SEC-026,PRLI,Track Inspection,30,High,01:00,±30 min,Track Maintenance Team,Normal,Pending,60,30,30,90,Bridge,SEC-026,PRLI,High,61.14,High
BR-33826,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75,Level Crossing,SEC-002,VSKP,Critical,48.79,Medium
BR-33827,AST-0063,SEC-019,MKU,Bridge Inspection,45,Low,01:15,±30 min,Signal Team,Normal,Pending,75,30,45,105,Signal,SEC-019,MKU,High,31.08,Low
BR-33828,AST-0008,SEC-017,ANG,Track Renewal,30,Low,16:45,±30 min,OHE Team,Urgent,Pending,1005,30,975,1035,Level Crossing,SEC-017,ANG,Medium,24.7,Low
BR-33829,AST-0171,SEC-012,KSRA,Track Inspection,90,High,03:30,±30 min,Track Maintenance Team,Normal,Pending,210,30,180,240,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-33830,AST-0059,SEC-021,BD,Rail Grinding,75,Medium,01:00,±60 min,Track Maintenance Team,Normal,Pending,60,60,0,120,Bridge,SEC-021,BD,Low,43.06,Medium
BR-33831,AST-0027,SEC-026,PRLI,Track Inspection,120,High,12:30,±30 min,Track Maintenance Team,Normal,Pending,750,30,720,780,Bridge,SEC-026,PRLI,High,61.14,High
BR-33832,AST-0027,SEC-026,PRLI,Track Inspection,30,High,01:00,±30 min,Track Maintenance Team,Normal,Pending,60,30,30,90,Bridge,SEC-026,PRLI,High,61.14,High
BR-33833,AST-0127,SEC-010,DHI,Point Machine Maintenance,90,Medium,05:30,±30 min,Signal Team,Urgent,Pending,330,30,300,360,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-33834,AST-0012,SEC-015,JEUR,Signal Maintenance,120,Low,15:45,±30 min,Bridge Inspection Team,Urgent,Pending,945,30,915,975,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-33835,AST-0098,SEC-049,HWH,Track Inspection,60,Medium,01:45,±15 min,OHE Team,Normal,Pending,105,15,90,120,Point Machine,SEC-049,HWH,Low,55.48,Medium
BR-33836,AST-0008,SEC-017,ANG,Track Renewal,45,Low,16:15,Fixed,OHE Team,Urgent,Pending,975,0,975,975,Level Crossing,SEC-017,ANG,Medium,24.7,Low
BR-33837,AST-0075,SEC-036,ARAG,OHE Inspection,60,Medium,12:30,±30 min,Bridge Inspection Team,Normal,Pending,750,30,720,780,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33838,AST-0008,SEC-017,ANG,Track Renewal,75,Low,16:45,±30 min,OHE Team,Urgent,Pending,1005,30,975,1035,Level Crossing,SEC-017,ANG,Medium,24.7,Low
BR-33839,AST-0159,SEC-029,PLO,OHE Inspection,30,Medium,18:00,Fixed,Bridge Inspection Team,Normal,Pending,1080,0,1080,1080,Signal,SEC-029,PLO,High,46.95,Medium
BR-33840,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75,Level Crossing,SEC-002,VSKP,Critical,48.79,Medium
BR-33841,AST-0027,SEC-026,PRLI,Track Inspection,45,High,18:15,±30 min,Track Maintenance Team,Normal,Pending,1095,30,1065,1125,Bridge,SEC-026,PRLI,High,61.14,High
BR-33842,AST-0075,SEC-036,ARAG,OHE Inspection,45,Medium,13:45,±15 min,Bridge Inspection Team,Normal,Pending,825,15,810,840,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33843,AST-0075,SEC-036,ARAG,Point Machine Maintenance,60,Medium,13:00,±60 min,Track Maintenance Team,Normal,Pending,780,60,720,840,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33844,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33845,AST-0059,SEC-021,BD,Rail Grinding,45,Medium,04:45,±30 min,Track Maintenance Team,Normal,Pending,285,30,255,315,Bridge,SEC-021,BD,Low,43.06,Medium
BR-33846,AST-0063,SEC-019,MKU,Bridge Inspection,60,Low,08:00,±30 min,Signal Team,Normal,Pending,480,30,450,510,Signal,SEC-019,MKU,High,31.08,Low
BR-33847,AST-0114,SEC-003,JTJ,OHE Inspection,45,Medium,15:15,Fixed,Signal Team,Normal,Pending,915,0,915,915,Bridge,SEC-003,JTJ,Medium,39.46,Medium
BR-33848,AST-0059,SEC-021,BD,Track Renewal,45,Medium,03:15,±15 min,Signal Team,Urgent,Pending,195,15,180,210,Bridge,SEC-021,BD,Low,43.06,Medium
BR-33849,AST-0077,SEC-033,DLGN,Track Renewal,60,Low,06:45,Fixed,Bridge Inspection Team,Urgent,Pending,405,0,405,405,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-33850,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33851,AST-0070,SEC-018,BDWD,Track Inspection,45,Medium,20:30,±30 min,Signal Team,Urgent,Pending,1230,30,1200,1260,Track,SEC-018,BDWD,Low,58.9,Medium
BR-33852,AST-0124,SEC-022,NAVI,Signal Maintenance,30,High,15:15,±30 min,Track Maintenance Team,Urgent,Pending,915,30,885,945,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33853,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,01:15,±15 min,OHE Team,Normal,Pending,75,15,60,90,Signal,SEC-021,BD,Critical,53.64,Medium
BR-33854,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,06:00,±30 min,Signal Team,Urgent,Pending,360,30,330,390,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-33855,AST-0171,SEC-012,KSRA,Track Inspection,75,High,06:15,±30 min,Track Maintenance Team,Normal,Pending,375,30,345,405,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-33856,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,03:15,±15 min,OHE Team,Normal,Pending,195,15,180,210,Signal,SEC-021,BD,Critical,53.64,Medium
BR-33857,AST-0027,SEC-026,PRLI,Track Inspection,60,High,16:30,±30 min,Track Maintenance Team,Normal,Pending,990,30,960,1020,Bridge,SEC-026,PRLI,High,61.14,High
BR-33858,AST-0027,SEC-026,PRLI,Track Inspection,60,High,04:30,±30 min,Track Maintenance Team,Normal,Pending,270,30,240,300,Bridge,SEC-026,PRLI,High,61.14,High
BR-33859,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,15:00,±30 min,Bridge Inspection Team,Urgent,Pending,900,30,870,930,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-33860,AST-0121,SEC-028,CND,Track Renewal,75,High,11:45,±30 min,Track Maintenance Team,Urgent,Pending,705,30,675,735,Level Crossing,SEC-028,CND,High,69.19,High
BR-33861,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,15:00,±15 min,Bridge Inspection Team,Urgent,Pending,900,15,885,915,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-33862,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,17:45,±15 min,Track Maintenance Team,Urgent,Pending,1065,15,1050,1080,OHE,SEC-004,BNC,High,50.39,Medium
BR-33863,AST-0126,SEC-041,GAR,Track Renewal,60,Medium,09:45,±30 min,Bridge Inspection Team,Normal,Pending,585,30,555,615,Track,SEC-041,GAR,Critical,49.75,Medium
BR-33864,AST-0124,SEC-022,NAVI,Rail Grinding,60,High,13:15,±30 min,Track Maintenance Team,Normal,Pending,795,30,765,825,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33865,AST-0124,SEC-022,NAVI,Signal Maintenance,30,High,16:15,±30 min,Track Maintenance Team,Urgent,Pending,975,30,945,1005,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33866,AST-0059,SEC-021,BD,Rail Grinding,45,Medium,15:15,±30 min,Track Maintenance Team,Normal,Pending,915,30,885,945,Bridge,SEC-021,BD,Low,43.06,Medium
BR-33867,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630,Bridge,SEC-043,BINA,High,35.37,Medium
BR-33868,AST-0008,SEC-017,ANG,Track Renewal,30,Low,13:15,Fixed,OHE Team,Urgent,Pending,795,0,795,795,Level Crossing,SEC-017,ANG,Medium,24.7,Low
BR-33869,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±15 min,Bridge Inspection Team,Normal,Pending,600,15,585,615,Bridge,SEC-043,BINA,High,35.37,Medium
BR-33870,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,15:30,±15 min,Signal Team,Normal,Pending,930,15,915,945,Bridge,SEC-003,JTJ,Medium,39.46,Medium
BR-33871,AST-0143,SEC-009,JMD,Track Inspection,30,Medium,17:30,±30 min,OHE Team,Urgent,Pending,1050,30,1020,1080,Bridge,SEC-009,JMD,High,47.35,Medium
BR-33872,AST-0148,SEC-033,KVK,Signal Maintenance,45,Low,12:00,±15 min,Track Maintenance Team,Urgent,Pending,720,15,705,735,OHE,SEC-033,KVK,High,32.82,Low
BR-33873,AST-0194,SEC-027,PAU,Rail Grinding,90,Low,19:00,Fixed,OHE Team,Urgent,Pending,1140,0,1140,1140,Point Machine,SEC-027,PAU,High,30.47,Low
BR-33874,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630,Bridge,SEC-043,BINA,High,35.37,Medium
BR-33875,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±15 min,Bridge Inspection Team,Normal,Pending,600,15,585,615,Bridge,SEC-043,BINA,High,35.37,Medium
BR-33876,AST-0143,SEC-009,JMD,Track Inspection,75,Medium,15:30,±30 min,OHE Team,Urgent,Pending,930,30,900,960,Bridge,SEC-009,JMD,High,47.35,Medium
BR-33877,AST-0059,SEC-021,BD,Rail Grinding,45,Medium,03:15,±15 min,Track Maintenance Team,Normal,Pending,195,15,180,210,Bridge,SEC-021,BD,Low,43.06,Medium
BR-33878,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,16:45,±15 min,Track Maintenance Team,Normal,Pending,1005,15,990,1020,Track,SEC-022,SUR,High,51.33,Medium
BR-33879,AST-0183,SEC-008,PC,Signal Maintenance,30,High,03:00,Fixed,Bridge Inspection Team,Normal,Pending,180,0,180,180,OHE,SEC-008,PC,High,60.59,High
BR-33880,AST-0124,SEC-022,NAVI,Rail Grinding,120,High,15:00,±30 min,Track Maintenance Team,Normal,Pending,900,30,870,930,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33881,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,18:30,Fixed,Bridge Inspection Team,Normal,Pending,1110,0,1110,1110,Track,SEC-041,GAR,Critical,49.75,Medium
BR-33882,AST-0075,SEC-036,ARAG,Point Machine Maintenance,90,Medium,12:30,Fixed,Track Maintenance Team,Normal,Pending,750,0,750,750,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33883,AST-0077,SEC-033,DLGN,Track Renewal,60,Low,16:00,±60 min,Bridge Inspection Team,Urgent,Pending,960,60,900,1020,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-33884,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,15:30,Fixed,Track Maintenance Team,Normal,Pending,930,0,930,930,Bridge,SEC-021,BD,Low,43.06,Medium
BR-33885,AST-0183,SEC-008,PC,Signal Maintenance,75,High,02:15,±60 min,Bridge Inspection Team,Normal,Pending,135,60,75,195,OHE,SEC-008,PC,High,60.59,High
BR-33886,AST-0077,SEC-033,DLGN,OHE Inspection,60,Low,06:15,±30 min,Bridge Inspection Team,Urgent,Pending,375,30,345,405,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-33887,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,Fixed,Track Maintenance Team,Normal,Pending,1275,0,1275,1275,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33888,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33889,AST-0075,SEC-036,ARAG,Point Machine Maintenance,75,Medium,13:00,±15 min,Track Maintenance Team,Normal,Pending,780,15,765,795,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33890,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,22:15,Fixed,Signal Team,Normal,Pending,1335,0,1335,1335,Bridge,SEC-003,JTJ,Medium,39.46,Medium
BR-33891,AST-0171,SEC-012,KSRA,Track Inspection,90,High,18:15,±30 min,Track Maintenance Team,Normal,Pending,1095,30,1065,1125,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-33892,AST-0121,SEC-028,CND,Track Renewal,45,High,14:00,±30 min,Track Maintenance Team,Urgent,Pending,840,30,810,870,Level Crossing,SEC-028,CND,High,69.19,High
BR-33893,AST-0086,SEC-030,WR,Track Inspection,30,High,21:30,±30 min,Track Maintenance Team,Normal,Pending,1290,30,1260,1320,OHE,SEC-030,WR,Medium,70.23,High
BR-33894,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±15 min,Signal Team,Normal,Pending,45,15,30,60,Level Crossing,SEC-002,VSKP,Critical,48.79,Medium
BR-33895,AST-0114,SEC-003,JTJ,OHE Inspection,45,Medium,15:15,±30 min,Signal Team,Normal,Pending,915,30,885,945,Bridge,SEC-003,JTJ,Medium,39.46,Medium
BR-33896,AST-0127,SEC-010,DHI,Point Machine Maintenance,90,Medium,20:30,±15 min,Signal Team,Urgent,Pending,1230,15,1215,1245,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-33897,AST-0124,SEC-022,NAVI,Rail Grinding,60,High,12:45,±30 min,Track Maintenance Team,Normal,Pending,765,30,735,795,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33898,AST-0124,SEC-022,NAVI,Rail Grinding,75,High,16:45,±60 min,Track Maintenance Team,Normal,Pending,1005,60,945,1065,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33899,AST-0075,SEC-036,ARAG,OHE Inspection,45,Medium,13:45,Fixed,Bridge Inspection Team,Normal,Pending,825,0,825,825,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33900,AST-0148,SEC-033,KVK,Signal Maintenance,75,Low,06:15,±30 min,Track Maintenance Team,Urgent,Pending,375,30,345,405,OHE,SEC-033,KVK,High,32.82,Low
BR-33901,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,Fixed,Bridge Inspection Team,Normal,Pending,1275,0,1275,1275,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33902,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33903,AST-0163,SEC-050,RPH,Point Machine Maintenance,75,Critical,07:30,±30 min,Track Maintenance Team,Urgent,Pending,450,30,420,480,Level Crossing,SEC-050,RPH,Medium,90.31,Critical
