existing_block_id,linked_block_request_id,asset_id,section_id,station_code,block_type,start_time,end_time,duration_min,assigned_team,status,operational_priority,source,block_date,start_min,end_min,calculated_duration_min,station Code,Station Name
EB-35439,,AST-4670,SEC-361,TPTY,Engineering Block,00:12,01:42,90,Signal Team,Confirmed,Normal,Existing/Committed,2026-07-27,12,102,90,TPTY,TIRUPATI
EB-35440,,AST-7843,SEC-357,RPH,Maintenance Block,03:59,04:59,60,OHE Team,Planned,Normal,Existing/Committed,2024-12-07,239,299,60,RPH,RAMPUR HAT
EB-35441,,AST-3817,SEC-092,ATP,Maintenance Block,10:54,11:54,60,Signal Team,Confirmed,Normal,Existing/Committed,2025-10-25,654,714,60,ATP,ANANTAPUR
EB-35442,,AST-6155,SEC-452,RNC,Maintenance Block,03:40,05:10,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-11-11,220,310,90,RNC,RANCHI
EB-35443,,AST-9024,SEC-338,VJPJ,Planned Block,23:01,23:46,45,Track Maintenance Team,Active,Normal,Existing/Committed,2024-06-10,1381,1426,45,VJPJ,VIJIYPUR JAMMU
EB-35444,,AST-2165,SEC-281,KTQ,Engineering Block,22:16,23:01,45,Signal Team,Active,Normal,Existing/Committed,2024-01-18,1336,1381,45,KTQ,KUDRA
EB-35445,,AST-4810,SEC-204,SCN,Maintenance Block,13:58,14:43,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2026-07-16,838,883,45,SCN,SONDHA ROAD
EB-35446,,AST-9091,SEC-270,CC,Maintenance Block,08:33,09:33,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-11-10,513,573,60,CC,CHAURI CHAURA
EB-35447,,AST-1724,SEC-468,BURN,Engineering Block,11:46,13:46,120,Signal Team,Active,High,Existing/Committed,2025-09-02,706,826,120,BURN,BURNPUR
EB-35448,,AST-1279,SEC-442,CGY,Maintenance Block,07:35,09:05,90,Signal Team,Planned,Normal,Existing/Committed,2024-10-09,455,545,90,CGY,CHANGANASERI
EB-35449,,AST-6608,SEC-315,EE,Maintenance Block,00:14,00:59,45,Track Maintenance Team,Active,Normal,Existing/Committed,2024-03-28,14,59,45,EE,ELURU
EB-35450,,AST-0548,SEC-047,MKA,Maintenance Block,04:02,04:32,30,Bridge Inspection Team,Confirmed,High,Existing/Committed,2024-09-07,242,272,30,MKA,MOKAMEH JN
EB-35451,,AST-4830,SEC-099,DHN,Maintenance Block,20:47,21:32,45,Signal Team,Confirmed,Normal,Existing/Committed,2025-06-10,1247,1292,45,DHN,DHANBAD JN
EB-35452,,AST-4371,SEC-471,PSE,Planned Block,01:39,02:24,45,Track Maintenance Team,Planned,Normal,Existing/Committed,2025-11-03,99,144,45,PSE,PUSAULI
EB-35453,,AST-2138,SEC-423,KRD,Maintenance Block,18:33,19:33,60,Bridge Inspection Team,Confirmed,High,Existing/Committed,2024-10-25,1113,1173,60,KRD,KARAD
EB-35454,,AST-2692,SEC-072,GR,Maintenance Block,08:23,09:23,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-07-12,503,563,60,GR,GULBARGA
EB-35455,,AST-2210,SEC-342,SAN,Engineering Block,23:52,01:52,120,OHE Team,Planned,Normal,Existing/Committed,2024-08-16,1432,112,120,SAN,SANDILA
EB-35456,,AST-5877,SEC-249,GKP,Maintenance Block,05:44,06:59,75,Signal Team,Confirmed,High,Existing/Committed,2026-07-29,344,419,75,GKP,GORAKHPUR JN
EB-35457,,AST-7881,SEC-209,MHN,Maintenance Block,21:30,22:00,30,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-09-01,1290,1320,30,MHN,MAHANADI
EB-35458,,AST-7624,SEC-196,BDJ,Maintenance Block,15:30,16:15,45,Bridge Inspection Team,Confirmed,High,Existing/Committed,2026-08-27,930,975,45,BDJ,VADAKARA
EB-35459,,AST-9317,SEC-049,JL,Planned Block,04:19,05:49,90,OHE Team,Planned,Normal,Existing/Committed,2023-12-17,259,349,90,JL,JALGAON JN
EB-35460,,AST-4358,SEC-308,ALD,Engineering Block,21:14,21:59,45,Signal Team,Confirmed,Normal,Existing/Committed,2025-03-13,1274,1319,45,ALD,ALLAHABAD JN
EB-35461,,AST-5214,SEC-031,KSJ,Maintenance Block,13:07,14:07,60,Track Maintenance Team,Planned,Normal,Existing/Committed,2025-03-12,787,847,60,KSJ,KASGANJ
EB-35462,,AST-0568,SEC-375,KJH,Maintenance Block,15:35,16:20,45,Signal Team,Active,Normal,Existing/Committed,2025-01-15,935,980,45,KJH,KAJRA
EB-35463,,AST-6816,SEC-232,JTJ,Planned Block,07:41,08:56,75,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-01-05,461,536,75,JTJ,JOLARPETTAI
EB-35464,,AST-5161,SEC-299,CTC,Maintenance Block,02:30,03:45,75,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-02-28,150,225,75,CTC,CUTTACK
EB-35465,,AST-1255,SEC-374,SPN,Maintenance Block,07:34,08:04,30,Signal Team,Active,Normal,Existing/Committed,2024-01-12,454,484,30,SPN,SHAHJEHANPUR
EB-35466,,AST-6794,SEC-425,GOL,Maintenance Block,19:18,20:03,45,Signal Team,Confirmed,Normal,Existing/Committed,2026-01-27,1158,1203,45,GOL,GOILKERA
EB-35467,,AST-4511,SEC-448,J,Maintenance Block,12:00,13:30,90,Signal Team,Planned,Normal,Existing/Committed,2025-02-23,720,810,90,J,JALNA
EB-35468,,AST-5497,SEC-028,SQL,Maintenance Block,03:08,04:38,90,Signal Team,Active,Normal,Existing/Committed,2024-05-21,188,278,90,SQL,SONTALAI
EB-35469,,AST-4579,SEC-483,SRF,Maintenance Block,06:26,07:56,90,Signal Team,Active,Normal,Existing/Committed,2024-11-22,386,476,90,SRF,SAGAR JAMBAGARU
EB-35470,,AST-5442,SEC-216,JSG,Engineering Block,13:21,14:06,45,Track Maintenance Team,Active,Normal,Existing/Committed,2026-07-01,801,846,45,JSG,JHARSUGUDA JN
EB-35471,,AST-1534,SEC-340,AMC,Maintenance Block,18:27,19:57,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-03-22,1107,1197,90,AMC,AMRITAPURA
EB-35472,,AST-6257,SEC-069,OGL,Engineering Block,20:05,21:05,60,Track Maintenance Team,Active,Normal,Existing/Committed,2026-08-27,1205,1265,60,OGL,ONGOLE
EB-35473,,AST-0273,SEC-042,SJN,Planned Block,22:10,23:10,60,Track Maintenance Team,Active,Normal,Existing/Committed,2024-05-20,1330,1390,60,SJN,SANJAN
EB-35474,,AST-6871,SEC-059,ALJN,Maintenance Block,22:38,00:38,120,Signal Team,Confirmed,Normal,Existing/Committed,2024-04-11,1358,38,120,ALJN,ALIGARH JN
EB-35475,,AST-6730,SEC-345,ASN,Maintenance Block,18:43,19:28,45,Bridge Inspection Team,Planned,Normal,Existing/Committed,2025-06-26,1123,1168,45,ASN,ASANSOL JN
EB-35476,,AST-5622,SEC-417,MYS,Engineering Block,03:26,04:11,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-10-24,206,251,45,MYS,MYSORE JN
EB-35477,,AST-3692,SEC-325,BZA,Engineering Block,03:32,04:17,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-08-18,212,257,45,BZA,VIJAYAWADA JN
EB-35478,,AST-7673,SEC-069,CHE,Maintenance Block,15:22,16:22,60,Track Maintenance Team,Confirmed,High,Existing/Committed,2025-03-20,922,982,60,CHE,SRIKAKULAM ROAD
EB-35479,,AST-3809,SEC-117,TUP,Maintenance Block,17:51,18:36,45,OHE Team,Planned,High,Existing/Committed,2024-06-28,1071,1116,45,TUP,TIRUPPUR
EB-35480,,AST-1272,SEC-010,SHR,Maintenance Block,16:31,17:01,30,Signal Team,Active,Normal,Existing/Committed,2025-06-04,991,1021,30,SHR,SIHORA ROAD
EB-35481,,AST-9530,SEC-252,MSB,Engineering Block,20:01,21:01,60,OHE Team,Planned,Normal,Existing/Committed,2024-10-12,1201,1261,60,MSB,CHENNAI BEACH
EB-35482,,AST-6989,SEC-204,PLCJ,Maintenance Block,21:37,22:37,60,Signal Team,Confirmed,Normal,Existing/Committed,2024-06-07,1297,1357,60,PLCJ,PHALODI JN
EB-35483,,AST-1713,SEC-406,HJI,Maintenance Block,11:50,13:05,75,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-03-08,710,785,75,HJI,HOJAI
EB-35484,,AST-6857,SEC-340,TTR,Maintenance Block,06:22,07:07,45,OHE Team,Active,High,Existing/Committed,2025-12-03,382,427,45,TTR,TIPTUR
EB-35485,,AST-8001,SEC-343,BH,Planned Block,20:49,21:19,30,OHE Team,Planned,High,Existing/Committed,2025-09-13,1249,1279,30,BH,BHARUCH JN
EB-35486,,AST-3211,SEC-332,JSG,Maintenance Block,05:58,07:58,120,OHE Team,Planned,Normal,Existing/Committed,2024-05-25,358,478,120,JSG,JHARSUGUDA JN
EB-35487,,AST-8986,SEC-473,AK,Maintenance Block,10:24,11:39,75,Signal Team,Active,Normal,Existing/Committed,2025-06-21,624,699,75,AK,AKOLA JN
EB-35488,,AST-2344,SEC-053,VDD,Maintenance Block,17:28,18:28,60,Track Maintenance Team,Confirmed,High,Existing/Committed,2026-05-14,1048,1108,60,VDD,VENDODU
EB-35489,,AST-7397,SEC-027,AGC,Engineering Block,23:09,00:09,60,Bridge Inspection Team,Planned,Normal,Existing/Committed,2026-03-08,1389,9,60,AGC,AGRA CANTT
EB-35490,,AST-1620,SEC-204,CCI,Maintenance Block,03:35,04:20,45,Track Maintenance Team,Planned,Normal,Existing/Committed,2025-03-08,215,260,45,CCI,CHINNEKUNTAPALI
EB-35491,,AST-3414,SEC-030,ANKX,Engineering Block,20:35,21:20,45,OHE Team,Confirmed,High,Existing/Committed,2024-02-06,1235,1280,45,ANKX,ANK MMR DIRECT
EB-35492,,AST-8159,SEC-043,JP,Maintenance Block,12:30,13:30,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-09-05,750,810,60,JP,JAIPUR
EB-35493,,AST-3674,SEC-229,HW,Maintenance Block,04:09,04:39,30,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-05-10,249,279,30,HW,HARIDWAR JN
EB-35494,,AST-9795,SEC-263,ROK,Engineering Block,15:15,16:00,45,OHE Team,Confirmed,Normal,Existing/Committed,2026-06-19,915,960,45,ROK,ROHTAK JN
EB-35495,,AST-1375,SEC-091,GMO,Maintenance Block,19:48,20:33,45,Bridge Inspection Team,Planned,High,Existing/Committed,2025-06-16,1188,1233,45,GMO,NSC BOSE J GOMO
EB-35496,,AST-5160,SEC-099,DPJ,Maintenance Block,15:41,16:41,60,Track Maintenance Team,Active,Normal,Existing/Committed,2025-12-17,941,1001,60,DPJ,DHARMAPURI
EB-35497,,AST-0458,SEC-072,GZB,Maintenance Block,02:41,04:41,120,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-05-22,161,281,120,GZB,GHAZIABAD
EB-35498,,AST-5686,SEC-362,ACL,Engineering Block,21:57,23:12,75,Signal Team,Planned,High,Existing/Committed,2025-06-03,1317,1392,75,ACL,ANCHELI
EB-35499,,AST-2806,SEC-477,VZM,Maintenance Block,16:03,17:33,90,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-10-23,963,1053,90,VZM,VIZIANAGRAM JN
EB-35500,,AST-8231,SEC-222,CKI,Maintenance Block,08:38,09:23,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-01-16,518,563,45,CKI,CHALAKUDI
EB-35501,,AST-3278,SEC-343,KRH,Maintenance Block,21:19,22:49,90,Bridge Inspection Team,Active,Normal,Existing/Committed,2024-10-01,1279,1369,90,KRH,KHAIRTHAL
EB-35502,,AST-7426,SEC-074,GZB,Maintenance Block,10:34,11:34,60,OHE Team,Confirmed,Normal,Existing/Committed,2025-03-17,634,694,60,GZB,GHAZIABAD
EB-35503,,AST-1805,SEC-482,TPTY,Engineering Block,20:18,22:18,120,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2026-07-19,1218,1338,120,TPTY,TIRUPATI
EB-35504,,AST-5078,SEC-329,ALY,Maintenance Block,03:09,05:09,120,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-11-16,189,309,120,ALY,ALLAHABAD CITY
EB-35505,,AST-7889,SEC-489,FDB,Maintenance Block,14:25,15:10,45,OHE Team,Planned,Normal,Existing/Committed,2025-03-18,865,910,45,FDB,FARIDABAD
EB-35506,,AST-4476,SEC-089,MGS,Maintenance Block,07:12,07:42,30,Signal Team,Confirmed,Normal,Existing/Committed,2026-07-14,432,462,30,MGS,MUGHAL SARAI JN
EB-35507,,AST-5538,SEC-471,BCOB,Engineering Block,01:29,02:29,60,Track Maintenance Team,Active,Normal,Existing/Committed,2024-05-10,89,149,60,BCOB,BHACHAU BG
EB-35508,,AST-4476,SEC-089,MGS,Planned Block,12:46,13:31,45,Signal Team,Confirmed,Normal,Existing/Committed,2024-08-19,766,811,45,MGS,MUGHAL SARAI JN
EB-35509,,AST-1580,SEC-459,DEE,Engineering Block,21:09,21:54,45,Track Maintenance Team,Active,Normal,Existing/Committed,2025-04-17,1269,1314,45,DEE,DELHI S ROHILLA
EB-35510,,AST-0110,SEC-004,DR,Engineering Block,07:36,08:36,60,Bridge Inspection Team,Planned,Normal,Existing/Committed,2025-01-23,456,516,60,DR,DADAR
EB-35511,,AST-0556,SEC-325,RNG,Maintenance Block,00:26,01:41,75,OHE Team,Planned,High,Existing/Committed,2024-11-16,26,101,75,RNG,RANIGANJ
EB-35512,,AST-4452,SEC-484,YPR,Maintenance Block,02:01,02:31,30,OHE Team,Confirmed,Normal,Existing/Committed,2026-01-27,121,151,30,YPR,YESVANTPUR JN
EB-35513,,AST-9770,SEC-110,CGY,Maintenance Block,09:07,09:52,45,OHE Team,Confirmed,Normal,Existing/Committed,2025-04-22,547,592,45,CGY,CHANGANASERI
EB-35514,,AST-6213,SEC-255,CNB,Maintenance Block,23:14,01:14,120,Bridge Inspection Team,Planned,Normal,Existing/Committed,2024-12-09,1394,74,120,CNB,KANPUR CENTRAL
EB-35515,,AST-6229,SEC-498,TPF,Maintenance Block,11:55,13:55,120,Signal Team,Confirmed,Normal,Existing/Committed,2025-04-02,715,835,120,TPF,TARAPITH ROAD
EB-35516,,AST-1375,SEC-091,GMO,Maintenance Block,19:51,20:51,60,OHE Team,Confirmed,Normal,Existing/Committed,2026-05-15,1191,1251,60,GMO,NSC BOSE J GOMO
EB-35517,,AST-0074,SEC-036,ARAG,Engineering Block,13:43,15:13,90,OHE Team,Active,High,Existing/Committed,2026-08-20,823,913,90,ARAG,ARAG
EB-35518,,AST-5518,SEC-309,PNDM,Maintenance Block,02:28,02:58,30,Bridge Inspection Team,Active,High,Existing/Committed,2024-08-10,148,178,30,PNDM,PENNADAM
EB-35519,,AST-2685,SEC-218,SGRA,Maintenance Block,20:25,21:55,90,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-01-20,1225,1315,90,SGRA,SANGARIA
EB-35520,,AST-1265,SEC-439,GHY,Engineering Block,23:03,00:18,75,Signal Team,Confirmed,Normal,Existing/Committed,2024-01-11,1383,18,75,GHY,GUWAHATI
EB-35521,,AST-6599,SEC-059,BSX,Maintenance Block,12:58,14:13,75,Signal Team,Active,High,Existing/Committed,2025-02-28,778,853,75,BSX,BASAR
EB-35522,,AST-6953,SEC-033,MOT,Engineering Block,05:52,07:22,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-08-30,352,442,90,MOT,MALOUT
EB-35523,,AST-8660,SEC-236,NBD,Engineering Block,02:27,04:27,120,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-01-31,147,267,120,NBD,NAJIBABAD JN
EB-35524,,AST-2663,SEC-495,MAS,Maintenance Block,23:04,00:04,60,Bridge Inspection Team,Active,High,Existing/Committed,2025-05-02,1384,4,60,MAS,CHENNAI CENTRAL
EB-35525,,AST-9076,SEC-098,BDC,Planned Block,18:20,19:05,45,Signal Team,Confirmed,Normal,Existing/Committed,2025-01-13,1100,1145,45,BDC,BANDEL JN
EB-35526,,AST-2209,SEC-141,GWL,Maintenance Block,08:51,10:21,90,Signal Team,Active,Normal,Existing/Committed,2026-07-01,531,621,90,GWL,GWALIOR
EB-35527,,AST-6370,SEC-384,BRWD,Maintenance Block,10:09,11:39,90,OHE Team,Planned,Normal,Existing/Committed,2025-08-05,609,699,90,BRWD,BARWADIH JN
EB-35528,,AST-2579,SEC-401,OGL,Maintenance Block,03:47,04:32,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-02-06,227,272,45,OGL,ONGOLE
EB-35529,,AST-0428,SEC-389,PER,Maintenance Block,14:23,15:08,45,Bridge Inspection Team,Active,High,Existing/Committed,2025-07-19,863,908,45,PER,PERAMBUR
EB-35530,,AST-3960,SEC-025,GKP,Engineering Block,01:21,01:51,30,OHE Team,Active,Normal,Existing/Committed,2024-04-24,81,111,30,GKP,GORAKHPUR JN
EB-35531,,AST-0911,SEC-425,RMPB,Maintenance Block,10:06,11:36,90,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-03-30,606,696,90,RMPB,RAMPUR BAZAR
EB-35532,,AST-8987,SEC-229,SDB,Maintenance Block,16:31,17:16,45,OHE Team,Planned,High,Existing/Committed,2024-11-04,991,1036,45,SDB,SHAHABAD
EB-35533,,AST-1682,SEC-135,BSB,Maintenance Block,02:07,03:22,75,Signal Team,Confirmed,High,Existing/Committed,2024-06-08,127,202,75,BSB,VARANASI JN
EB-35534,,AST-4839,SEC-054,KIUL,Maintenance Block,04:39,05:54,75,Bridge Inspection Team,Planned,Normal,Existing/Committed,2025-01-07,279,354,75,KIUL,KIUL JN
EB-35535,,AST-3265,SEC-406,FDB,Engineering Block,05:28,06:43,75,OHE Team,Active,Normal,Existing/Committed,2025-09-09,328,403,75,FDB,FARIDABAD
EB-35536,,AST-4294,SEC-081,LTT,Planned Block,12:14,14:14,120,Track Maintenance Team,Active,High,Existing/Committed,2025-07-16,734,854,120,LTT,LOKMANYATILAK T
EB-35537,,AST-8605,SEC-426,MUGR,Engineering Block,04:56,06:26,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-07-31,296,386,90,MUGR,MANUGURU
EB-35538,,AST-7853,SEC-238,PND,Maintenance Block,17:45,18:30,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-09-10,1065,1110,45,PND,PENDRA ROAD
EB-35539,,AST-8883,SEC-411,SMK,Maintenance Block,14:01,14:46,45,OHE Team,Planned,Normal,Existing/Committed,2025-11-09,841,886,45,SMK,SAMALKHA
EB-35540,,AST-3251,SEC-483,MKH,Maintenance Block,23:09,23:54,45,OHE Team,Active,High,Existing/Committed,2025-06-13,1389,1434,45,MKH,MALAKHERA
EB-35541,,AST-3583,SEC-280,BWI,Maintenance Block,12:15,14:15,120,OHE Team,Confirmed,Normal,Existing/Committed,2026-05-02,735,855,120,BWI,BILWAI
EB-35542,,AST-1409,SEC-438,G,Engineering Block,15:19,16:04,45,Track Maintenance Team,Planned,Normal,Existing/Committed,2026-06-06,919,964,45,G,GONDIA JN
EB-35543,,AST-3089,SEC-296,MTJ,Maintenance Block,09:09,10:39,90,Track Maintenance Team,Active,Normal,Existing/Committed,2025-11-17,549,639,90,MTJ,MATHURA JN
EB-35544,,AST-5719,SEC-056,TNA,Maintenance Block,20:07,20:52,45,Signal Team,Active,Normal,Existing/Committed,2025-02-06,1207,1252,45,TNA,THANE
EB-35545,,AST-4777,SEC-452,SMO,Engineering Block,01:37,02:37,60,OHE Team,Confirmed,Normal,Existing/Committed,2025-05-27,97,157,60,SMO,SEMAPUR
EB-35546,,AST-4109,SEC-071,ANGL,Maintenance Block,11:42,12:27,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-09-22,702,747,45,ANGL,ANGUL
EB-35547,,AST-2859,SEC-396,GZB,Planned Block,20:37,21:37,60,Signal Team,Confirmed,Normal,Existing/Committed,2026-02-23,1237,1297,60,GZB,GHAZIABAD
EB-35548,,AST-9467,SEC-305,JMP,Maintenance Block,19:57,20:57,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-07-26,1197,1257,60,JMP,JAMALPUR JN
EB-35549,,AST-9358,SEC-369,MTJ,Maintenance Block,13:53,14:38,45,Signal Team,Active,High,Existing/Committed,2026-05-01,833,878,45,MTJ,MATHURA JN
EB-35550,,AST-5383,SEC-117,BZA,Planned Block,17:35,19:35,120,OHE Team,Confirmed,High,Existing/Committed,2026-02-19,1055,1175,120,BZA,VIJAYAWADA JN
EB-35551,,AST-4149,SEC-218,KLTR,Maintenance Block,15:41,16:11,30,Signal Team,Confirmed,High,Existing/Committed,2024-03-08,941,971,30,KLTR,KALMITAR
EB-35552,,AST-3604,SEC-194,BBN,Maintenance Block,13:30,14:30,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-09-05,810,870,60,BBN,BARABIL
EB-35553,,AST-8811,SEC-353,GWL,Maintenance Block,16:11,17:11,60,OHE Team,Confirmed,High,Existing/Committed,2024-08-02,971,1031,60,GWL,GWALIOR
EB-35554,,AST-6073,SEC-150,ED,Planned Block,20:19,21:04,45,OHE Team,Confirmed,High,Existing/Committed,2025-07-12,1219,1264,45,ED,ERODE JN
EB-35555,,AST-0218,SEC-231,UMB,Maintenance Block,22:03,23:33,90,Track Maintenance Team,Confirmed,High,Existing/Committed,2024-07-06,1323,1413,90,UMB,AMBALA CANT JN
EB-35556,,AST-5619,SEC-434,MZP,Maintenance Block,01:48,03:18,90,Track Maintenance Team,Active,Normal,Existing/Committed,2024-10-06,108,198,90,MZP,MIRZAPUR
EB-35557,,AST-2544,SEC-286,VM,Maintenance Block,17:25,17:55,30,Signal Team,Confirmed,High,Existing/Committed,2024-06-17,1045,1075,30,VM,VILLUPURAM JN
EB-35558,,AST-9144,SEC-280,KRE,Maintenance Block,18:45,19:45,60,OHE Team,Planned,Normal,Existing/Committed,2024-02-16,1125,1185,60,KRE,KARTARPUR
EB-35559,,AST-6202,SEC-133,KOTA,Maintenance Block,04:25,05:10,45,OHE Team,Confirmed,Normal,Existing/Committed,2025-03-14,265,310,45,KOTA,KOTA JN
EB-35560,,AST-3997,SEC-381,APDJ,Maintenance Block,16:47,18:47,120,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-10-25,1007,1127,120,APDJ,ALIPUR DUAR JN
EB-35561,,AST-8016,SEC-464,JU,Maintenance Block,08:43,09:13,30,OHE Team,Planned,Normal,Existing/Committed,2025-04-28,523,553,30,JU,JODHPUR JN
EB-35562,,AST-1186,SEC-030,OEA,Planned Block,06:10,06:55,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-07-10,370,415,45,OEA,ODELA
EB-35563,,AST-3553,SEC-167,NDLS,Engineering Block,14:41,15:41,60,Signal Team,Confirmed,High,Existing/Committed,2024-09-22,881,941,60,NDLS,NEW DELHI
EB-35564,,AST-5869,SEC-035,UHP,Maintenance Block,08:36,09:51,75,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-05-21,516,591,75,UHP,UDHAMPUR
EB-35565,,AST-3812,SEC-187,RPH,Maintenance Block,09:21,10:21,60,Signal Team,Confirmed,Normal,Existing/Committed,2026-02-23,561,621,60,RPH,RAMPUR HAT
EB-35566,,AST-4352,SEC-436,ADRA,Maintenance Block,03:34,04:19,45,Track Maintenance Team,Active,Normal,Existing/Committed,2024-09-02,214,259,45,ADRA,ADRA JN
EB-35567,,AST-7302,SEC-219,IGP,Engineering Block,04:53,05:38,45,Bridge Inspection Team,Active,High,Existing/Committed,2024-05-20,293,338,45,IGP,IGATPURI
EB-35568,,AST-0878,SEC-150,BDJ,Planned Block,03:50,04:35,45,OHE Team,Active,Normal,Existing/Committed,2026-08-11,230,275,45,BDJ,VADAKARA
EB-35569,,AST-1927,SEC-274,BTE,Maintenance Block,12:05,12:50,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-10-21,725,770,45,BTE,BHARATPUR JN
EB-35570,,AST-1007,SEC-344,TOK,Maintenance Block,16:02,17:32,90,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-04-16,962,1052,90,TOK,THOKUR
EB-35571,,AST-0423,SEC-468,RANI,Planned Block,09:05,11:05,120,OHE Team,Confirmed,High,Existing/Committed,2025-11-09,545,665,120,RANI,RANI
EB-35572,,AST-6738,SEC-031,KMZ,Maintenance Block,12:15,13:00,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-07-19,735,780,45,KMZ,KATNI MURWARA
EB-35573,,AST-1415,SEC-468,SUR,Maintenance Block,18:20,19:50,90,OHE Team,Planned,Normal,Existing/Committed,2025-02-11,1100,1190,90,SUR,SOLAPUR JN
EB-35574,,AST-1100,SEC-459,RNG,Engineering Block,03:30,05:00,90,OHE Team,Confirmed,High,Existing/Committed,2025-01-05,210,300,90,RNG,RANIGANJ
EB-35575,,AST-7302,SEC-219,IGP,Maintenance Block,19:59,20:44,45,Signal Team,Planned,Normal,Existing/Committed,2025-11-30,1199,1244,45,IGP,IGATPURI
EB-35576,,AST-3573,SEC-177,OYR,Maintenance Block,23:01,23:46,45,Signal Team,Planned,High,Existing/Committed,2024-06-11,1381,1426,45,OYR,WARIA
EB-35577,,AST-7171,SEC-476,DDE,Maintenance Block,06:43,08:13,90,Signal Team,Active,High,Existing/Committed,2025-04-13,403,493,90,DDE,DONDAICHA
EB-35578,,AST-8526,SEC-354,BAM,Maintenance Block,21:06,23:06,120,Signal Team,Confirmed,Normal,Existing/Committed,2026-03-23,1266,1386,120,BAM,BRAHMAPUR
EB-35579,,AST-1368,SEC-439,HX,Maintenance Block,00:55,02:10,75,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-06-24,55,130,75,HX,CUDDAPAH
EB-35580,,AST-1283,SEC-217,KAMG,Maintenance Block,12:42,14:12,90,Track Maintenance Team,Confirmed,High,Existing/Committed,2024-04-08,762,852,90,KAMG,KAMAKHYAGURI
EB-35581,,AST-1671,SEC-325,MGME,Maintenance Block,04:08,05:08,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2026-03-11,248,308,60,MGME,MCCLUSKIEGANJ
EB-35582,,AST-2039,SEC-306,LKS,Engineering Block,17:16,18:01,45,Signal Team,Confirmed,Normal,Existing/Committed,2026-05-02,1036,1081,45,LKS,LUNKARANSAR
EB-35583,,AST-8891,SEC-124,LKR,Maintenance Block,15:19,16:34,75,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-02-13,919,994,75,LKR,LUCKEESARAI JN
EB-35584,,AST-6580,SEC-439,BKSC,Maintenance Block,17:58,18:58,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-01-25,1078,1138,60,BKSC,BOKARO STL CITY
